#{"t_start": 1729962371.660071, "env_id": "None"}
r,l,t
-0.5,1,206.006965
-0.5,1,206.094599
-0.5,1,206.177743
-0.5,1,206.264492
-0.5,1,206.34872
-0.5,1,206.432343
-0.5,1,206.514689
-0.5,1,206.600033
-0.5,1,206.685848
-0.5,1,206.775724
-0.5,1,206.862177
-0.5,1,206.945665
-0.5,1,207.030458
-0.5,1,207.115374
-0.5,1,207.198975
-0.5,1,207.28588
-0.5,1,207.370566
-0.5,1,207.457231
-0.5,1,207.54373
-0.5,1,207.633263
-0.5,1,207.721196
-0.5,1,207.806228
-0.5,1,207.889377
-0.5,1,207.974367
-0.5,1,208.062695
-0.5,1,208.150959
-0.5,1,208.234339
-0.5,1,208.321524
-0.5,1,208.405954
-0.5,1,208.49189
-0.5,1,208.577607
-0.5,1,208.66343
-0.5,1,208.750296
-0.5,1,208.837171
-0.5,1,208.925934
-0.5,1,209.010091
-0.5,1,209.092909
-0.5,1,209.179973
-0.5,1,209.267009
-0.5,1,209.354136
-0.5,1,209.437397
-0.5,1,209.523475
-0.5,1,209.611507
-0.5,1,209.699141
-0.5,1,209.782799
-0.5,1,209.868906
-0.5,1,209.955367
-0.5,1,210.040047
-0.5,1,210.125907
-0.5,1,210.210197
-0.5,1,210.294628
-0.5,1,210.377956
-0.5,1,210.46274
-0.5,1,210.549097
-0.5,1,210.632995
-0.5,1,210.717717
-0.5,1,210.80807
-0.5,1,210.892375
-0.5,1,210.975909
-0.5,1,211.060989
-0.5,1,211.143543
-0.5,1,211.229515
-0.5,1,211.318055
-0.5,1,211.404151
-0.5,1,211.490374
-0.5,1,211.573885
-0.5,1,211.657096
-0.5,1,211.742912
-0.5,1,211.827405
-0.5,1,211.912273
-0.5,1,211.997342
-0.5,1,212.082916
-0.5,1,212.169379
-0.5,1,212.253593
-0.5,1,212.340292
-0.5,1,212.424482
-0.5,1,212.508823
-0.5,1,212.595672
-0.5,1,212.681411
-0.5,1,212.76636
-0.5,1,212.851879
-0.5,1,212.938514
-0.5,1,213.023898
-0.5,1,213.113521
-0.5,1,213.205011
-0.5,1,213.289372
-0.5,1,213.375406
-0.5,1,213.461092
-0.5,1,213.545993
-0.5,1,213.632411
-0.5,1,213.715414
-0.5,1,213.798949
-0.5,1,213.894553
-0.5,1,213.977368
-0.5,1,214.064983
-0.5,1,214.151372
-0.5,1,214.233987
-0.5,1,214.32466
-0.5,1,214.409375
-0.5,1,214.493542
-0.5,1,214.577126
-0.5,1,214.663055
-0.5,1,214.745548
-0.5,1,214.830219
-0.5,1,214.915392
-0.5,1,214.99996
-0.5,1,215.08588
-0.5,1,215.171608
-0.5,1,215.494451
-0.5,1,215.580421
-0.5,1,215.666945
-0.5,1,215.750373
-0.5,1,215.835411
-0.5,1,215.921605
-0.5,1,216.007235
-0.5,1,216.094373
-0.5,1,216.17904
-0.5,1,216.268177
-0.5,1,216.359387
-0.5,1,216.445047
-0.5,1,216.531583
-0.5,1,216.61318
-0.5,1,216.700057
-0.5,1,216.804336
-0.5,1,216.88754
-0.5,1,216.973367
-0.5,1,217.057414
-0.5,1,217.144024
-0.5,1,217.228621
-0.5,1,217.317952
-0.5,1,217.404374
-0.5,1,217.492644
-0.5,1,217.575531
-0.5,1,217.661994
-0.5,1,217.746379
-0.5,1,217.83256
-0.5,1,217.9222
-0.5,1,218.020328
-0.5,1,218.105702
-0.5,1,218.192518
-0.5,1,218.28144
-0.5,1,218.367104
-0.5,1,218.456982
-0.5,1,218.540191
-0.5,1,218.628288
-0.5,1,218.719247
-0.5,1,218.805094
-0.5,1,218.892542
-0.5,1,218.982693
-0.5,1,219.067532
-0.5,1,219.151023
-0.5,1,219.233004
-0.5,1,219.320269
-0.5,1,219.402056
-0.5,1,219.490564
-0.5,1,219.574088
-0.5,1,219.659055
-0.5,1,219.744418
-0.5,1,219.832999
-0.5,1,219.920655
-0.5,1,220.00593
-0.5,1,220.0915
-0.5,1,220.182421
-0.5,1,220.277025
-0.5,1,220.36992
-0.5,1,220.455536
-0.5,1,220.541821
-0.5,1,220.627888
-0.5,1,220.712886
-0.5,1,220.79817
-0.5,1,220.884876
-0.5,1,220.97037
-0.5,1,221.056992
-0.5,1,221.142036
-0.5,1,221.226378
-0.5,1,221.314648
-0.5,1,221.401088
-0.5,1,221.487299
-0.5,1,221.573378
-0.5,1,221.662384
-0.5,1,221.749197
-0.5,1,221.835874
-0.5,1,221.921767
-0.5,1,222.009395
-0.5,1,222.092431
-0.5,1,222.175252
-0.5,1,222.259013
-0.5,1,222.34853
-0.5,1,222.435654
-0.5,1,222.523481
-0.5,1,222.610368
-0.5,1,222.698882
-0.5,1,222.786931
-0.5,1,222.878953
-0.5,1,222.970372
-0.5,1,223.06139
-0.5,1,223.156015
-0.5,1,223.248656
-0.5,1,223.341431
-0.5,1,223.430912
-0.5,1,223.523949
-0.5,1,223.613727
-0.5,1,223.703341
-0.5,1,223.795469
-0.5,1,223.889633
-0.5,1,223.978401
-0.5,1,224.065722
-0.5,1,224.15767
-0.5,1,224.24408
-0.5,1,224.330973
-0.5,1,224.417369
-0.5,1,224.500971
-0.5,1,224.58588
-0.5,1,224.672414
-0.5,1,224.7579
-0.5,1,224.843939
-0.5,1,224.937076
-0.5,1,225.064711
-0.5,1,225.159515
-0.5,1,225.248431
-0.5,1,225.338036
-0.5,1,225.428896
-0.5,1,225.514412
-0.5,1,225.602291
-0.5,1,225.686946
-0.5,1,225.773787
-0.5,1,225.858945
-0.5,1,225.944925
-0.5,1,226.031979
-0.5,1,226.11744
-0.5,1,226.202053
-0.5,1,226.289972
-0.5,1,226.377434
-0.5,1,226.46602
-0.5,1,226.552105
-0.5,1,226.639999
-0.5,1,226.727197
-0.5,1,226.815686
-0.5,1,226.898641
-0.5,1,226.98259
-0.5,1,227.068922
-0.5,1,227.151074
-0.5,1,227.235094
-0.5,1,227.323627
-0.5,1,227.406328
-0.5,1,227.491521
-0.5,1,227.577403
-0.5,1,227.66248
-0.5,1,227.746384
-0.5,1,227.830021
-0.5,1,227.915061
-0.5,1,228.00292
-0.5,1,228.085495
-0.5,1,228.168278
-0.5,1,228.254147
-0.5,1,228.339378
-0.5,1,228.425568
-0.5,1,228.508709
-0.5,1,228.597294
-0.5,1,228.680587
-0.5,1,228.767186
-0.5,1,228.852223
-0.5,1,228.935367
-0.5,1,229.028043
-0.5,1,229.110477
-0.5,1,229.194474
-0.5,1,229.281596
-0.5,1,229.364388
-0.5,1,229.44544
-0.5,1,229.53189
-0.5,1,229.618212
-0.5,1,229.704877
-0.5,1,229.78859
-0.5,1,229.87137
-0.5,1,229.956369
-0.5,1,230.039599
-0.5,1,230.123695
-0.5,1,230.209323
-0.5,1,230.294511
-0.5,1,230.377374
-0.5,1,230.461902
-0.5,1,230.545538
-0.5,1,230.631367
-0.5,1,230.713891
-0.5,1,230.801043
-0.5,1,230.883535
-0.5,1,230.97001
-0.5,1,231.057682
-0.5,1,231.143306
-0.5,1,231.228087
-0.5,1,231.312323
-0.5,1,231.39702
-0.5,1,231.478435
-0.5,1,231.562985
-0.5,1,231.647385
-0.5,1,231.732095
-0.5,1,231.820932
-0.5,1,231.904086
-0.5,1,231.988719
-0.5,1,232.0742
-0.5,1,232.160077
-0.5,1,232.244098
-0.5,1,232.329932
-0.5,1,232.413502
-0.5,1,232.500836
-0.5,1,232.583703
-0.5,1,232.668931
-0.5,1,232.753325
-0.5,1,232.837658
-0.5,1,232.920112
-0.5,1,233.00621
-0.5,1,233.089854
-0.5,1,233.175241
-0.5,1,233.259387
-0.5,1,233.34607
-0.5,1,233.429267
-0.5,1,233.51451
-0.5,1,233.598115
-0.5,1,233.68353
-0.5,1,233.766922
-0.5,1,233.851169
-0.5,1,233.936271
-0.5,1,234.02188
-0.5,1,234.104995
-0.5,1,234.186915
-0.5,1,234.275282
-0.5,1,234.360556
-0.5,1,234.444445
-0.5,1,234.526961
-0.5,1,234.612375
-0.5,1,234.697154
-0.5,1,234.782352
-0.5,1,234.869062
-0.5,1,234.953373
-0.5,1,235.037367
-0.5,1,235.122486
-0.5,1,235.207075
-0.5,1,235.291633
-0.5,1,235.374795
-0.5,1,235.457875
-0.5,1,235.541565
-0.5,1,235.624952
-0.5,1,235.712477
-0.5,1,235.795372
-0.5,1,235.879055
-0.5,1,235.963588
-0.5,1,236.046265
-0.5,1,236.129954
-0.5,1,236.212395
-0.5,1,236.298474
-0.5,1,236.381808
-0.5,1,236.463985
-0.5,1,236.550601
-0.5,1,236.636195
-0.5,1,236.719053
-0.5,1,236.805288
-0.5,1,236.887819
-0.5,1,236.974522
-0.5,1,237.085969
-0.5,1,237.170528
-0.5,1,237.255869
-0.5,1,237.342613
-0.5,1,237.426114
-0.5,1,237.511373
-0.5,1,237.598336
-0.5,1,237.68088
-0.5,1,237.76562
-0.5,1,237.84911
-0.5,1,237.935417
-0.5,1,238.019902
-0.5,1,238.107388
-0.5,1,238.191561
-0.5,1,238.275486
-0.5,1,238.358951
-0.5,1,238.442694
-0.5,1,238.525814
-0.5,1,238.610773
-0.5,1,238.695393
-0.5,1,238.778961
-0.5,1,238.862502
-0.5,1,238.945334
-0.5,1,239.033756
-0.5,1,239.115367
-0.5,1,239.198403
-0.5,1,239.284405
-0.5,1,239.368036
-0.5,1,239.451023
-0.5,1,239.535442
-0.5,1,239.623076
-0.5,1,239.704928
-0.5,1,239.791685
-0.5,1,239.875836
-0.5,1,239.95989
-0.5,1,240.043407
-0.5,1,240.128254
-0.5,1,240.211611
-0.5,1,240.295406
-0.5,1,240.378585
-0.5,1,240.461698
-0.5,1,240.54594
-0.5,1,240.631024
-0.5,1,242.201351
-0.5,1,242.287256
-0.5,1,242.36936
-0.5,1,242.45513
-0.5,1,242.540565
-0.5,1,242.625503
-0.5,1,242.711058
-0.5,1,242.799219
-0.5,1,242.888436
-0.5,1,242.973368
-0.5,1,243.055967
-0.5,1,243.139877
-0.5,1,243.224583
-0.5,1,243.311356
-0.5,1,243.39541
-0.5,1,243.480274
-0.5,1,243.563474
-0.5,1,243.644434
-0.5,1,243.727701
-0.5,1,243.812649
-0.5,1,243.897154
-0.5,1,243.978712
-0.5,1,244.060801
-0.5,1,244.142878
-0.5,1,244.225486
-0.5,1,244.313614
-0.5,1,244.396218
-0.5,1,244.47777
-0.5,1,244.56018
-0.5,1,244.641478
-0.5,1,244.723389
-0.5,1,244.807044
-0.5,1,244.89454
-0.5,1,244.978704
-0.5,1,245.061246
-0.5,1,245.14706
-0.5,1,245.233001
-0.5,1,245.31934
-0.5,1,245.405384
-0.5,1,245.487445
-0.5,1,245.569012
-0.5,1,245.649789
-0.5,1,245.731367
-0.5,1,245.812247
-0.5,1,245.894505
-0.5,1,245.975414
-0.5,1,246.056086
-0.5,1,246.138482
-0.5,1,246.220078
-0.5,1,246.308383
-0.5,1,246.391547
-0.5,1,246.472227
-0.5,1,246.555569
-0.5,1,246.635441
-0.5,1,246.716044
-0.5,1,246.799099
-0.5,1,246.882382
-0.5,1,246.964554
-0.5,1,247.047139
-0.5,1,247.130439
-0.5,1,247.213368
-0.5,1,247.299963
-0.5,1,247.383845
-0.5,1,247.468231
-0.5,1,247.551682
-0.5,1,247.635352
-0.5,1,247.718949
-0.5,1,247.799145
-0.5,1,247.882632
-0.5,1,247.962816
-0.5,1,248.044239
-0.5,1,248.127206
-0.5,1,248.212076
-0.5,1,248.295458
-0.5,1,248.37329
-0.5,1,248.453625
-0.5,1,248.535411
-0.5,1,248.619679
-0.5,1,248.703885
-0.5,1,248.785657
-0.5,1,248.868591
-0.5,1,248.950039
-0.5,1,249.035131
-0.5,1,249.120579
-0.5,1,249.205195
-0.5,1,249.289654
-0.5,1,249.371391
-0.5,1,249.455128
-0.5,1,249.537238
-0.5,1,249.620878
-0.5,1,249.817101
-0.5,1,249.901246
-0.5,1,249.981514
-0.5,1,250.064471
-0.5,1,250.14697
-0.5,1,250.231477
-0.5,1,250.319037
-0.5,1,250.404097
-0.5,1,250.490638
-0.5,1,250.573169
-0.5,1,250.655655
-0.5,1,250.883099
-0.5,1,250.963648
-0.5,1,251.045877
-0.5,1,251.127972
-0.5,1,251.208417
-0.5,1,251.292301
-0.5,1,251.376915
-0.5,1,251.459248
-0.5,1,251.541028
-0.5,1,251.620229
-0.5,1,251.703239
-0.5,1,251.785974
-0.5,1,251.866917
-0.5,1,251.948431
-0.5,1,252.030006
-0.5,1,252.112654
-0.5,1,252.195698
-0.5,1,252.277952
-0.5,1,252.361437
-0.5,1,252.446033
-0.5,1,252.525662
-0.5,1,252.609391
-0.5,1,252.689572
-0.5,1,252.773368
-0.5,1,252.854199
-0.5,1,252.940007
-0.5,1,253.021559
-0.5,1,253.103921
-0.5,1,253.187524
-0.5,1,253.270471
-0.5,1,253.35698
-0.5,1,253.441777
-0.5,1,253.525943
-0.5,1,253.608768
-0.5,1,253.693239
-0.5,1,253.774368
-0.5,1,253.855401
-0.5,1,253.937952
-0.5,1,254.023629
-0.5,1,254.104394
-0.5,1,254.187081
-0.5,1,254.27381
-0.5,1,254.356401
-0.5,1,254.440213
-0.5,1,254.52392
-0.5,1,254.605827
-0.5,1,254.687129
-0.5,1,254.769988
-0.5,1,254.84907
-0.5,1,254.933755
-0.5,1,255.017708
-0.5,1,255.100117
-0.5,1,255.184233
-0.5,1,255.266011
-0.5,1,255.349005
-0.5,1,255.434459
-0.5,1,255.519085
-0.5,1,255.602158
-0.5,1,255.686971
-0.5,1,255.772956
-0.5,1,255.862301
-0.5,1,255.945953
-0.5,1,256.029885
-0.5,1,256.115535
-0.5,1,256.206234
-0.5,1,256.292608
-0.5,1,256.380411
-0.5,1,256.467901
-0.5,1,256.552396
-0.5,1,256.641065
-0.5,1,256.728369
-0.5,1,256.813107
-0.5,1,256.899977
-0.5,1,256.983106
-0.5,1,257.065676
-0.5,1,257.148391
-0.5,1,257.233954
-0.5,1,257.31698
-0.5,1,257.403391
-0.5,1,257.488572
-0.5,1,257.571347
-0.5,1,257.652511
-0.5,1,257.736375
-0.5,1,257.817879
-0.5,1,257.903021
-0.5,1,257.98948
-0.5,1,258.074075
-0.5,1,258.159765
-0.5,1,258.247957
-0.5,1,258.334111
-0.5,1,258.417212
-0.5,1,258.498931
-0.5,1,258.580017
-0.5,1,258.664596
-0.5,1,258.747716
-0.5,1,258.831046
-0.5,1,258.917821
-0.5,1,259.00007
-0.5,1,259.087392
-0.5,1,259.170999
-0.5,1,259.255477
-0.5,1,259.339603
-0.5,1,259.420105
-0.5,1,259.502217
-0.5,1,259.586085
-0.5,1,259.668046
-0.5,1,259.75213
-0.5,1,259.834071
-0.5,1,259.915574
-0.5,1,260.000983
-0.5,1,260.082879
-0.5,1,260.163479
-0.5,1,260.2481
-0.5,1,260.334213
-0.5,1,260.41721
-0.5,1,260.501121
-0.5,1,260.58363
-0.5,1,260.668215
-0.5,1,260.751374
-0.5,1,260.83413
-0.5,1,260.917014
-0.5,1,260.998694
-0.5,1,261.08189
-0.5,1,261.1653
-0.5,1,261.248407
-0.5,1,261.333343
-0.5,1,261.416369
-0.5,1,261.500173
-0.5,1,261.584891
-0.5,1,261.668045
-0.5,1,261.750103
-0.5,1,261.832943
-0.5,1,261.914999
-0.5,1,261.999877
-0.5,1,262.085593
-0.5,1,262.166406
-0.5,1,262.248554
-0.5,1,262.333419
-0.5,1,262.416262
-0.5,1,262.499959
-0.5,1,262.582953
-0.5,1,262.664668
-0.5,1,262.750052
-0.5,1,262.832188
-0.5,1,262.91637
-0.5,1,262.998976
-0.5,1,263.080526
-0.5,1,263.162391
-0.5,1,263.243551
-0.5,1,263.328591
-0.5,1,263.410973
-0.5,1,263.494612
-0.5,1,263.57808
-0.5,1,263.659615
-0.5,1,263.744397
-0.5,1,263.825531
-0.5,1,263.910482
-0.5,1,263.995416
-0.5,1,264.077658
-0.5,1,264.159898
-0.5,1,264.242756
-0.5,1,264.328473
-0.5,1,264.408893
-0.5,1,264.49453
-0.5,1,264.577675
-0.5,1,264.658879
-0.5,1,264.741921
-0.5,1,264.824617
-0.5,1,264.90702
-0.5,1,264.989899
-0.5,1,265.070148
-0.5,1,265.15422
-0.5,1,265.236369
-0.5,1,265.318516
-0.5,1,265.401175
-0.5,1,265.479897
-0.5,1,265.566997
-0.5,1,265.648812
-0.5,1,265.73094
-0.5,1,265.814998
-0.5,1,265.89583
-0.5,1,265.977374
-0.5,1,266.060484
-0.5,1,266.142649
-0.5,1,266.22429
-0.5,1,266.308102
-0.5,1,266.390723
-0.5,1,266.472902
-0.5,1,266.55589
-0.5,1,266.641204
-0.5,1,266.722579
-0.5,1,266.805209
-0.5,1,266.88628
-0.5,1,266.967947
-0.5,1,267.05006
-0.5,1,267.131156
-0.5,1,267.215458
-0.5,1,267.299884
-0.5,1,267.383176
-0.5,1,267.464919
-0.5,1,267.547268
-0.5,1,267.631027
-0.5,1,267.712209
-0.5,1,267.795459
-0.5,1,267.881685
-0.5,1,267.96452
-0.5,1,268.048165
-0.5,1,268.129376
-0.5,1,268.215254
-0.5,1,268.29811
-0.5,1,268.381105
-0.5,1,268.463738
-0.5,1,268.54602
-0.5,1,268.627407
-0.5,1,268.711564
-0.5,1,268.7944
-0.5,1,268.879452
-0.5,1,268.961745
-0.5,1,269.043694
-0.5,1,269.128861
-0.5,1,269.211946
-0.5,1,269.297344
-0.5,1,269.379066
-0.5,1,269.46402
-0.5,1,269.550139
-0.5,1,269.632997
-0.5,1,269.716923
-0.5,1,269.800777
-0.5,1,269.882779
-0.5,1,269.96606
-0.5,1,270.045805
-0.5,1,270.12908
-0.5,1,270.212357
-0.5,1,270.29708
-0.5,1,270.376368
-0.5,1,270.462147
-0.5,1,270.541321
-0.5,1,270.623219
-0.5,1,270.704694
-0.5,1,270.786285
-0.5,1,270.870947
-0.5,1,270.953504
-0.5,1,271.035368
-0.5,1,271.119738
-0.5,1,271.202099
-0.5,1,271.288391
-0.5,1,271.371369
-0.5,1,271.455226
-0.5,1,271.539697
-0.5,1,271.623845
-0.5,1,271.705922
-0.5,1,271.78939
-0.5,1,271.871936
-0.5,1,271.95369
-0.5,1,272.036081
-0.5,1,272.118898
-0.5,1,272.197733
-0.5,1,272.282924
-0.5,1,272.365948
-0.5,1,272.448944
-0.5,1,272.530317
-0.5,1,272.61224
-0.5,1,272.694446
-0.5,1,272.778194
-0.5,1,272.860028
-0.5,1,272.943609
-0.5,1,273.028766
-0.5,1,273.111288
-0.5,1,273.193373
-0.5,1,273.279047
-0.5,1,273.361693
-0.5,1,273.44383
-0.5,1,273.525526
-0.5,1,273.607026
-0.5,1,273.688272
-0.5,1,273.770368
-0.5,1,273.856065
-0.5,1,273.939636
-0.5,1,274.023274
-0.5,1,274.105967
-0.5,1,274.188505
-0.5,1,274.272204
-0.5,1,274.352368
-0.5,1,274.43594
-0.5,1,274.518054
-0.5,1,274.615728
-0.5,1,274.696373
-0.5,1,274.778167
-0.5,1,274.860569
-0.5,1,274.94374
-0.5,1,275.021679
-0.5,1,275.103879
-0.5,1,275.186258
-0.5,1,275.269938
-0.5,1,275.354107
-0.5,1,275.435198
-0.5,1,275.516944
-0.5,1,275.601134
-0.5,1,275.683732
-0.5,1,275.767197
-0.5,1,275.85056
-0.5,1,275.93512
-0.5,1,276.015504
-0.5,1,276.101018
-0.5,1,276.185045
-0.5,1,276.267076
-0.5,1,276.348637
-0.5,1,276.429887
-0.5,1,276.514369
-0.5,1,276.597176
-0.5,1,276.681014
-0.5,1,276.762977
-0.5,1,276.846103
-0.5,1,276.927528
-0.5,1,277.011375
-0.5,1,277.093473
-0.5,1,277.177439
-0.5,1,277.261072
-0.5,1,277.343699
-0.5,1,277.425379
-0.5,1,277.507234
-0.5,1,277.588484
-0.5,1,277.671623
-0.5,1,277.753897
-0.5,1,277.837182
-0.5,1,277.920961
-0.5,1,278.006066
-0.5,1,278.087136
-0.5,1,278.173911
-0.5,1,278.257288
-0.5,1,278.340386
-0.5,1,278.421965
-0.5,1,278.504734
-0.5,1,278.589465
-0.5,1,278.673459
-0.5,1,278.756109
-0.5,1,278.838615
-0.5,1,278.920046
-0.5,1,279.002144
-0.5,1,279.084426
-0.5,1,279.171457
-0.5,1,279.252372
-0.5,1,279.334563
-0.5,1,279.414376
-0.5,1,279.498988
-0.5,1,279.580675
-0.5,1,279.664348
-0.5,1,279.746218
-0.5,1,279.828942
-0.5,1,279.910976
-0.5,1,279.994576
-0.5,1,280.075994
-0.5,1,280.166008
-0.5,1,280.255097
-0.5,1,280.344401
-0.5,1,280.429127
-0.5,1,280.513395
-0.5,1,280.595708
-0.5,1,280.682698
-0.5,1,280.765881
-0.5,1,280.851127
-0.5,1,280.936032
-0.5,1,281.021011
-0.5,1,281.104098
-0.5,1,281.189374
-0.5,1,281.274612
-0.5,1,281.358395
-0.5,1,281.441102
-0.5,1,281.523546
-0.5,1,281.607098
-0.5,1,281.689551
-0.5,1,281.772917
-0.5,1,281.85494
-0.5,1,281.937375
-0.5,1,282.018053
-0.5,1,282.105192
-0.5,1,282.188413
-0.5,1,282.277029
-0.5,1,282.359936
-0.5,1,282.442522
-0.5,1,282.524232
-0.5,1,282.604881
-0.5,1,282.687202
-0.5,1,282.770998
-0.5,1,282.857013
-0.5,1,282.942005
-0.5,1,283.023207
-0.5,1,283.106204
-0.5,1,283.188754
-0.5,1,283.273906
-0.5,1,283.357882
-0.5,1,283.44224
